x,y,p
-4847.38571982883,-170333.520920106,1.629
-4808.80970688938,169075.346681482,1.523
-4678.4363715924,-171018.315895461,1.629
-4394.70742399874,-170351.39681351,1.629
-4125.49456175568,-19564.9698613693,1.549
-3977.53752362076,-49311.1722010393,1.599
-3932.52629125724,-131952.048874059,1.599
-3908.56579802523,-19303.5530945017,1.559
-3637.05561018304,-198972.013091051,1.599
-3606.70380818273,-120895.266376554,1.629
-3595.34727634321,-170717.379290961,1.629
-3365.6282023809,-19313.3305282651,1.549
-3200.72596246901,191731.517460832,1.509
-2981.75916607131,-49381.6322837361,1.583
-2950.88038884045,-120987.398246232,1.624
-2937.84896942234,143221.390151246,1.504
-2808.50184374716,117562.763083171,1.519
-2807.09610319341,-5297.78440376715,1.599
-2793.46299367637,117497.239094469,1.469
-2646.20681685867,-287603.532748875,1.546
-2472.03300383291,-131777.483355973,1.539
-2093.44453131786,123226.485320884,1.488
-1837.93633067748,-130686.420464316,1.629
-1766.15409203555,203303.52306493,1.517
-1146.51031381678,-262707.963490566,1.629
-700.406656389066,-2772.65538879443,1.579
-625.50443643122,1491.7130115038,1.649
-488.041054972331,-2171.66781158058,1.549
-220.406067887903,123175.912282314,1.449
-111.47493982478,-218.720356952399,1.599
-101.640676501964,-110.043811250362,1.599
-96.3463860089541,123599.03872547,1.489
-52.2444695540471,-150.349844259385,1.599
55.8956811210373,122961.906954941,1.449
221.614929197589,-174335.045537173,1.614
277.741553345521,13768.36992736,1.539
304.495305541088,-172651.321968016,1.614
371.858008847747,15389.4347757446,1.514
402.061948133283,-61222.1834662854,1.633
492.277688324393,124469.235015819,1.498
536.166382370633,123437.538874326,1.484
692.011877842364,-126897.414465755,1.629
705.517634132411,124702.164022187,1.498
877.69813675253,18503.508920996,1.519
933.149703238916,197082.5702946,1.549
993.298658937099,18671.1825101448,1.519
999.619762053946,124751.517646827,1.484
1124.4007449589,18965.4075046541,1.524
1128.03834289993,201703.451545375,1.523
1179.28041373775,174360.293309445,1.549
1284.33267600182,-126722.449427834,1.629
1353.6542122956,-125881.782983149,1.629
1374.2262525477,210422.455001889,1.494
1501.01935782057,193827.522104312,1.524
1805.08719758067,-286700.733266866,1.546
1866.39640518092,9114.34070707887,1.569
1939.99713239697,167907.394553402,1.549
2074.57931037649,-17788.6799658239,1.559
2119.23092670907,119592.702694615,1.459
2124.39819192671,-165468.477672385,1.629
2166.50785756734,199213.18473343,1.518
2215.25513675512,104259.759231976,1.529
2269.74847436184,-123547.655043906,1.624
2324.1675974942,201689.164703816,1.518
2326.76423840347,-165177.567377895,1.629
2342.75755498849,-42200.8226353339,1.679
2707.754533839,-286283.631801308,1.546
2865.32222122519,-17748.3484789304,1.569
2905.81833180593,-124518.65768382,1.629
3082.62640793284,201277.11659953,1.518
3104.67287279875,-284637.812753016,1.546
3229.00035854138,26724.390171547,1.519
3556.87013999082,-218243.46489517,1.539
3678.84090669203,135870.106835181,1.498
3736.36035084649,15789.1464096659,1.519
3752.60158020456,136024.972128146,1.499
3859.71129179117,191741.266595278,1.559
3937.45808477915,-17890.36258936,1.579
4054.61100845272,191519.144961434,1.524
4057.38895666786,-45519.8149305371,1.669
4163.51046128437,-18030.8564075228,1.563
4181.71650481026,-118745.071409407,1.629
4187.44174005685,-285539.370955922,1.541
4414.29445229063,-46271.8283665481,1.679
4607.35580411251,-46109.4403045129,1.679
4718.80143088056,-46069.2907853316,1.679
4821.572998452,-268605.889847394,1.63
4946.74079372326,-45907.9655510227,1.679
4963.47762360179,98655.1143301984,1.539
4970.85247697786,182913.792895053,1.549
5145.92956292653,-194969.023827079,1.579
5202.00214159559,170866.909974333,1.529
5209.76805729046,-128351.7786351,1.558
5350.48092987627,137304.915401617,1.519
5380.45761077822,-191443.725661588,1.549
5562.47880785342,-282833.976731485,1.546
5684.6290463077,137203.331612674,1.494
5861.29001536395,137172.257280496,1.494
5937.2400676689,-52434.1415561583,1.669
6034.14956775057,-118747.795511858,1.569
6099.88832648989,-118637.19641285,1.589
6258.18626058189,211774.941754476,1.528
6263.80814599968,-118473.725933891,1.519
6471.94564342411,193794.894085193,1.527
6525.84640617995,-118603.35358157,1.519
6544.24487833463,-118264.604447045,1.559
6558.98086549563,-106379.407983128,1.593
6699.73097207025,34598.5799679772,1.519
6762.89824003546,-79533.1678836751,1.653
6867.72879469709,137058.060492862,1.499
6901.43689135177,175967.993489819,1.549
6951.24632563489,-92000.5313958946,1.649
7011.35366558674,33933.8582044783,1.539
7084.20185573772,-201409.838052279,1.564
7158.68926361704,223379.581958932,1.519
7257.23071112216,-280807.905671489,1.579
7292.08798426099,-280815.807577098,1.556
7298.61672180175,-85130.1932482609,1.599
7377.43594407453,-80102.9979816367,1.623
7496.53460692981,175384.044768554,1.539
7502.1633487767,-103032.879792729,1.609
7659.13096169877,-280453.099274183,1.557
7740.35391572351,-118348.64614747,1.549
7792.40652357956,-191154.789497317,1.549
7935.12558873766,198689.365257749,1.539
7960.00540383509,-18867.6845681709,1.578
8240.97189050948,196474.708029041,1.543
8267.94036225812,40077.3872472975,1.579
8444.03126542573,-280488.488197015,1.551
8519.50864234398,139265.788908214,1.465
8540.08378865389,139466.19909228,1.498
8673.83103310462,-19299.3999068942,1.589
8753.87390273041,165567.233398185,1.528
8838.17858505243,185661.148442424,1.539
8872.61451670132,-281523.737326364,1.579
9036.91609057807,-281898.253285012,1.574
9125.48644402332,-281984.341212136,1.579
9351.68234907539,140506.123534321,1.499
9494.50545568147,-211938.634236049,1.539
9581.73866047751,-110509.458868554,1.583
9790.77776557032,115889.406461651,1.459
9982.01696556964,196691.228320725,1.549
10424.0707865781,-111121.846347425,1.584
10546.2133280418,-68927.0408788503,1.639
10608.0039523012,-279903.76817111,1.556
10730.8757540348,-268257.667352763,1.609
10764.0455902165,-279989.114126237,1.579
10817.737986651,-106111.074767946,1.593
10845.9931207799,142159.590921024,1.498
10891.3474143174,154408.67161749,1.499
10952.7838421343,-279980.379753659,1.569
11024.9899304665,-69221.5127588726,1.633
11134.3859900067,143017.64658657,1.498
11136.0611493912,39891.4496386586,1.509
11260.0563163022,-105250.355746514,1.583
11284.8215924473,-98328.0839962785,1.603
11358.1708740251,223404.010714788,1.519
11360.955807972,-105099.499465595,1.599
11459.312849339,144017.971450188,1.519
11751.5359046146,-111476.528917211,1.584
12038.7806316618,-278664.401936612,1.58
12167.4227175232,-104024.322212368,1.581
12200.7163968568,77764.3109830222,1.578
12261.3005541608,-286208.557898854,1.614
12540.1666833353,-80256.689219343,1.628
12604.1691126952,-102640.561964701,1.594
12665.3491979454,-265947.318116075,1.564
12666.2141028695,-102833.467011873,1.594
12682.3436007031,146106.477160826,1.519
12984.0917842194,-273257.185250863,1.599
13059.9388863403,-95305.0136800956,1.604
13107.7260460425,-207939.430804674,1.549
13375.9091575759,-263649.231960637,1.554
13441.9052614715,-103213.874475973,1.588
13528.3340373257,-205162.119586918,1.569
13605.1337540973,-278725.672744569,1.579
13727.6947258051,239483.504730986,1.489
13854.670560667,-205651.137637572,1.539
14018.7960893345,-104498.149435161,1.583
14570.9444463051,-287047.730002257,1.639
15004.3631668944,-94614.8288137857,1.569
15084.090758773,-77991.9973838064,1.629
15403.8236145917,-90554.9208533669,1.619
15651.5072349476,-218111.457785937,1.544
15703.4891626809,-205857.159190601,1.569
15712.3470511316,-77604.0505986545,1.639
15799.2325721094,-77523.2825046083,1.629
15907.6736774818,-77510.1937855475,1.639
16037.8194376969,150802.460504457,1.549
16064.6344570075,213029.499041432,1.498
16248.4780091259,-221162.839772707,1.569
16475.6536658962,-284291.132855265,1.629
16537.6273118974,-76530.2607962528,1.639
16572.6303790888,133770.690506396,1.529
16598.0511889585,213565.796588011,1.518
16682.2668935011,-279249.106767763,1.679
16800.9223348274,-280343.30287226,1.639
16999.1062540042,-131410.25828351,1.589
17144.5418049641,-102390.449481569,1.578
17157.0051256348,-76239.6615808456,1.639
17294.2905005781,230306.932065061,1.479
17540.7247096407,-282503.746932728,1.639
17784.2644232234,-75615.7719121978,1.629
17823.6164733642,-282452.660803461,1.624
17918.0925754257,-264106.344109495,1.559
18209.4917319501,221453.89228395,1.489
18250.0394699223,-280121.578021627,1.639
18310.7627830279,154775.626600081,1.499
18322.5946489189,229615.756166893,1.479
18322.8729305537,-225647.920251091,1.549
18413.6253941081,14624.089592516,1.579
18536.887805897,-101739.666038543,1.568
18612.4216165941,-280181.611610607,1.679
18664.725736504,134365.578720843,1.519
18931.9951428,228361.880829795,1.479
19100.6256489951,-273366.354820298,1.569
19387.8236327746,35148.7506649707,1.519
19420.1581023767,111998.184286082,1.519
19499.7406767456,60137.4447580264,1.589
19517.7124682657,-132814.617499906,1.563
19527.1162990446,59419.1942103861,1.569
19600.005568325,156885.306150338,1.574
19621.4817584932,60530.3492314349,1.554
19750.444219752,59772.3255438444,1.553
19878.5790294348,-8506.17954416125,1.619
19895.2371482895,-8669.52704543137,1.592
19978.5129387695,59307.1137292292,1.604
20118.4701185107,-271731.883100736,1.569
20468.9556173867,58297.1327130792,1.553
20483.7088126582,-98063.6840072758,1.568
20532.5027052326,-97609.6696874998,1.579
20589.6702394048,-97633.8555363331,1.569
20633.7382253923,56907.8072571826,1.553
20924.9908045094,203224.576297056,1.539
21074.8461132506,-56660.3310856592,1.569
21360.2230356962,5837.39716230641,1.594
21387.2506087689,224166.995782528,1.499
21423.1855698024,-97476.425855778,1.568
21490.0517801819,-97480.4539364621,1.568
21543.019562115,-210373.651450636,1.569
21639.1047635572,-209365.572453306,1.569
21925.8655548401,-96655.3414233048,1.569
22166.0497352221,-56899.5994725398,1.609
22229.0988326182,75362.5735557153,1.599
22372.1216300068,-65343.7441408797,1.634
22408.8896766598,763.800176612393,1.549
22454.4407776024,-279490.773082643,1.639
22638.1294719306,-279605.774704964,1.639
22728.7700510414,-20939.233230956,1.639
22758.3615506587,-97127.7398173569,1.564
23379.2085441906,-99379.8052364239,1.578
23675.0077752964,198840.324763562,1.569
23715.5330120403,224026.405591618,1.479
24237.7279049112,24709.199649233,1.569
24794.5212684899,165839.198639975,1.574
25143.0508268668,23481.9780912579,1.559
25615.5096383917,223497.854543196,1.499
26151.3473882636,166272.173001481,1.599
26324.6148864335,14390.9216019147,1.589
26624.5094826793,170225.006271133,1.569
26988.2499130927,167349.720914176,1.584
27627.3855152542,231909.862087749,1.489
27651.4588652238,206120.201251915,1.539
27674.7953806077,234932.288003206,1.489
27841.6409534854,-23751.0746373585,1.592
27955.259212849,172413.623342347,1.574
28815.3096648054,188759.714909575,1.559
29185.2977393928,11933.1797355411,1.567
29373.8945503957,-78836.8207464785,1.579
29585.3834030307,200915.698023097,1.569
29620.7245958229,-85680.5077332442,1.599
29667.0044112518,-94445.4301998767,1.569
30746.4724053324,98561.4615425143,1.519
30890.3102638429,-78177.325337075,1.589
30906.009497924,-77246.1874770219,1.589
31836.6393301247,94743.0711245722,1.514
31901.894730757,115138.888447593,1.524
32494.3769090993,-26246.4107052442,1.629
32624.706484312,200671.378277481,1.555
32779.800945021,-26548.8397857151,1.598
32903.0490691043,-90062.3816691202,1.559
33039.9672279189,-26311.2268403889,1.597
33256.0419496094,-26692.00642757,1.549
33710.284168139,12687.8699117377,1.563
33763.7490987631,87102.8341470871,1.597
34272.5941717532,200837.205925077,1.569
34577.1689189508,212381.127811969,1.549
35025.1584233937,187876.762045565,1.562
35074.6806320106,187023.959185964,1.579
35167.5653973504,188811.505893123,1.546
35782.99311892,53225.1736870082,1.557
36072.8812787082,-19458.3564879529,1.589
36195.0321682286,2424.08725434955,1.579
36759.5419688036,10664.8173592197,1.567
36878.8522039928,11820.3221530074,1.563
36924.2737705507,-4573.34425431368,1.574
36981.986947999,64634.3188084573,1.599
37129.898159686,10766.0155841965,1.568
37559.0280281741,178704.190493832,1.579
37715.6518245896,89983.8803853406,1.524
37903.1744840795,-40423.5794884049,1.599
37940.0018683554,64023.7449678268,1.589
38242.1502436073,-29252.5353860295,1.564
38404.1455623218,-29145.2551844808,1.579
38726.9974698637,193586.141715051,1.579
38955.0817706701,-28942.565331706,1.564
39076.4608878595,-30268.2640034299,1.564
39559.3783635679,193968.001961108,1.567
40107.3022670634,-28957.4509095641,1.579
40933.7662042712,259036.961822317,1.475
40944.0414273542,229320.838593653,1.489
41577.8132541229,197835.261010298,1.569
41788.3503005257,198022.707971739,1.577
41884.8643385613,-6765.1318829502,1.544
42013.1478827983,197373.831215807,1.535
42492.3535432511,-27644.1390147569,1.589
42634.7921190891,221787.674121129,1.514
42841.1062929894,221758.931330112,1.518
43348.9217163137,221159.855488074,1.514
43609.6676718916,216134.42368352,1.509
43749.9801863092,139045.343164924,1.529
43781.4173359188,-16012.4452472591,1.569
43850.9707240532,260935.035280317,1.499
43968.7655541022,228078.029576546,1.499
44058.3121161952,-29047.9398239018,1.599
44687.3414143631,222195.302785958,1.514
44709.735627102,260610.626523656,1.475
44857.6967670289,139434.217550786,1.529
44873.2862010355,260490.267939235,1.509
44950.1008528912,209715.343488331,1.559
45165.3050079247,-35204.3988877255,1.589
45177.8504833701,-34327.5559460566,1.594
45366.1431927172,-11211.3673954063,1.551
45540.8696014957,-33584.3283098522,1.559
45555.3260173574,-28962.8908249217,1.589
46039.2460557066,-32917.9023922762,1.589
46099.3430065581,231093.449547162,1.494
46365.5309713789,-31909.7910849004,1.594
47204.428240158,225449.391691947,1.499
47328.4087355299,23871.1864589,1.524
47514.5578273059,220218.25262188,1.499
47703.2963590993,204991.173914402,1.544
47788.4361215074,183832.73382614,1.529
47871.7870681045,250775.135141082,1.499
47877.2785199697,-32627.0851466095,1.589
47919.9004537099,111016.360303731,1.529
47967.7795012741,-19445.9235360007,1.559
48089.9264119044,182847.250499249,1.529
48263.3299892607,264900.810582644,1.509
48423.7150860835,264347.16953268,1.494
48441.5642870861,-19042.0491396478,1.549
49205.0988265156,-27866.2668577366,1.594
49379.3241955271,-4376.7385612459,1.555
49477.6050268803,-27577.4663791019,1.599
49503.5778014103,137838.510566121,1.524
49747.5588661951,-34178.2433039435,1.589
49749.0658120103,208521.777853085,1.554
49988.3278381493,261600.010054599,1.509
50153.5727506412,211740.725394504,1.549
50373.170147519,208688.311222388,1.544
50379.1510983011,208310.114753742,1.543
50396.2185047066,6952.27052889409,1.478
50424.3440250944,206380.539246872,1.549
50429.7375004425,-15406.8512059795,1.544
50506.1225329803,-32093.124130491,1.579
50538.4571866689,205986.820629387,1.544
50556.4589671236,52692.6987922394,1.537
51012.7563275986,217663.127314973,1.514
51193.5628375036,-17425.0347788824,1.549
51283.1627563304,209279.703938352,1.554
51419.9849029913,236522.243484878,1.494
51571.5843242467,240828.569753352,1.489
51780.1432579205,-7921.38958599424,1.433
51866.0871715914,221219.664556337,1.498
52306.5955129642,-25015.4415676922,1.589
52502.7421180332,-29582.7545421743,1.539
52562.0204595812,206281.842254527,1.529
52572.62420204,89660.4253766633,1.52
52603.9259489718,-1288.52489933354,1.498
52670.2102673454,-9003.25255513762,1.549
52703.2988969891,-24400.4172157734,1.509
53042.2010934798,-32796.0793743219,1.539
53153.8452420606,208770.524248721,1.554
53509.664755311,-9715.71183939034,1.546
53546.0204135692,230284.518990795,1.479
53776.9986186972,-29063.869297918,1.574
53983.5157489954,229501.964691841,1.498
54360.3660558404,118467.346390758,1.539
54426.5330011421,229595.084269974,1.489
54592.053172499,211577.278896042,1.549
54733.6514603061,229678.342121847,1.489
54806.254346295,240605.418946748,1.509
55067.1763785728,208849.756237026,1.553
55087.9884147588,208683.951530059,1.549
55241.0664267559,225089.855000431,1.489
55299.9263425124,23684.9595672055,1.524
55453.8460752449,5190.95219240343,1.494
55588.8992193543,-24878.1054019373,1.594
55632.8187261424,22843.5465007886,1.554
55685.0035361346,228390.125121745,1.488
55834.0711766848,81383.2951945177,1.534
55904.5240658257,159945.722745143,1.58
55908.0546682742,81810.0940139324,1.569
56077.7634280334,58631.1320573351,1.549
56092.1142145435,50346.2406425097,1.512
56559.9088760645,260103.044128631,1.499
56599.9156927972,50481.5170108714,1.512
56738.7597639956,237430.225021082,1.489
56920.6864863475,50247.9861061875,1.517
57027.9541020073,37088.2606892549,1.509
57092.6918506015,58054.7165088213,1.495
57265.0756031674,202028.547409615,1.509
57289.6683929725,23401.5247466775,1.529
57332.3421007271,8794.5711584519,1.475
57396.688337937,37509.4319100723,1.539
57676.5102932859,49882.2424201612,1.509
58032.993881099,252934.451176855,1.509
58061.1912206034,24610.8141963872,1.524
58158.6424512269,218405.081294095,1.489
58177.0891214993,191986.556192202,1.539
58297.8710207574,253401.08574661,1.537
58311.2591111756,33571.9076378786,1.508
58843.9714008957,5790.34288835537,1.499
59353.6487813416,26194.2910730327,1.513
59539.139186807,209000.519151603,1.554
59551.7811779691,-17791.4415055689,1.569
59561.1644682037,206668.636406265,1.549
59853.1258011258,223163.440671275,1.539
59867.6711353113,24928.0325488954,1.524
59870.9685352257,24830.4261221204,1.529
59897.9822857679,238764.121871615,1.498
60033.5032087624,263260.848246692,1.509
60232.0051985397,3559.11949608813,1.499
60399.0763064618,3129.84964017564,1.524
60560.5188764707,121319.806346019,1.529
60593.807598649,47197.6441405455,1.512
60688.7770849415,260873.345456144,1.524
60714.999075451,24084.1019179356,1.539
60776.3671955769,71622.0750851029,1.534
60897.0806935077,24778.793697511,1.529
60986.9808846032,-37957.5853815026,1.569
61010.0487270358,-27813.4737977035,1.569
61067.9755892029,-27680.0335004412,1.569
61212.26418409,22574.3857567533,1.554
61630.1475692305,25250.58034257,1.509
61712.3935933296,238698.33174866,1.489
61911.0800615203,10471.5486991941,1.509
62306.2228169562,209249.806942372,1.549
62780.2369468259,101012.514496964,1.53
62862.729177821,219012.773293749,1.534
63149.0201447635,21009.923513139,1.524
63282.4365985057,-16392.8907747741,1.569
63322.1316082256,-38239.361341926,1.559
63340.7715732965,152549.836481919,1.497
63363.4481577848,99915.5268606358,1.525
63409.2593482644,67309.2982993293,1.549
63416.8912574671,-16287.6782160935,1.559
63628.4562877947,242107.092814588,1.509
63756.6328406186,204619.240787431,1.556
63885.6535173675,59692.9733916946,1.476
64111.7431431079,144041.288864233,1.496
64454.3712702202,205381.06917172,1.553
64707.5684854509,-15581.6381522219,1.554
65098.5649739132,33171.2109425305,1.509
65468.3014083077,27278.4431152429,1.513
65769.7752531545,226394.528614276,1.538
66053.8071944441,255416.486208604,1.509
66178.6521609443,18211.3084408383,1.518
66362.6246969421,97033.1214247542,1.53
66391.7881460706,87791.3368305455,1.529
66518.0178179821,-1090.27680012339,1.529
66602.0890929328,27486.9197036721,1.509
66631.3656206896,-37342.9557506433,1.559
66748.7852255225,197103.28862865,1.549
66786.0127605376,-4617.78513919143,1.509
66877.0425721898,206468.946626143,1.539
67238.1726860471,-7397.5171106403,1.516
67319.7155549038,128893.06866848,1.529
67381.8933251745,61274.4221998032,1.549
67506.4245544781,212876.050115606,1.538
67688.3649126893,253521.114005154,1.534
67816.393356649,12441.0911078323,1.524
67834.8473260368,-42938.8651387015,1.559
67866.0356336049,12398.9781754555,1.518
68181.9116202194,219653.952663792,1.549
68261.1230082255,246050.028152578,1.537
68307.6093841553,11083.6274931706,1.518
68341.5986058074,35376.6113177719,1.509
68376.8454854661,60010.6270230904,1.495
68492.264510361,15477.2285293669,1.518
68610.0048880954,205842.045600857,1.539
68640.2424317065,220334.423413715,1.548
68648.3311473053,16247.6424618769,1.523
68806.5451984583,34608.7281529465,1.509
69114.0150947837,-20326.978599299,1.549
69158.3379347264,34652.1680397404,1.509
69430.2444163382,210865.164660991,1.538
69511.7330881453,206410.439120397,1.543
69512.2572196515,-44244.2600918612,1.559
69871.6813145859,193555.442850568,1.538
69873.3408531523,252403.698727258,1.559
69904.0808015412,20101.4090821822,1.518
69984.1279798258,-15555.5783832812,1.549
70130.9510721307,206350.539437207,1.539
70265.8608720964,211395.361468255,1.538
70358.5400717313,211223.892675155,1.489
70495.1904427863,25079.9531724419,1.508
70723.8857916681,211566.568287807,1.538
70905.5276913209,252525.839947327,1.537
71023.7850567415,4164.5063968086,1.509
71161.2202072425,126950.478259418,1.497
71188.0872532501,46248.878639576,1.499
71394.245436299,210070.761899728,1.538
71721.3493163666,206869.859645772,1.544
71866.1417546637,253596.192143747,1.534
71923.697306489,253171.94153274,1.537
71946.9751611,212215.090306415,1.559
72106.0536446864,159698.327161458,1.478
72124.122697854,97949.4583207123,1.534
72125.624917781,126652.113874423,1.497
72186.5206347022,61174.2151943329,1.509
72362.4828622492,103131.458438826,1.509
72474.5922657737,-34769.5667696043,1.478
72634.4533443938,207069.32181595,1.564
72689.9996245534,6169.81033389113,1.508
72723.7699581509,56129.8681937953,1.495
72757.4352116919,264858.340554603,1.549
72794.0739718325,72022.8213909221,1.529
73112.9715092885,63469.8342034474,1.495
73149.7677721748,147610.936118039,1.522
73230.2820310238,98618.6449445378,1.529
73249.5317042245,72573.5023870362,1.534
73365.6313731823,22690.6760032158,1.508
73392.9730101556,87885.5412609082,1.544
73433.583936188,69503.3975155238,1.524
73503.1865506558,22866.0177835799,1.518
73551.949252278,211962.627663422,1.559
73570.3708033897,75748.4788886898,1.549
73594.3651183472,208908.364611818,1.538
73656.2275301653,63950.65747049,1.529
73675.2864854714,65433.9412626962,1.495
73717.6887046716,-46610.936066423,1.559
73784.8107506829,99482.671290632,1.521
73857.3250066535,23145.4696808303,1.509
73944.4363703894,210166.938589943,1.559
73960.208729871,116960.809828096,1.525
73994.689774911,125852.932221689,1.509
74091.741252611,71572.4874596762,1.547
74138.743543156,49871.7195395128,1.519
74570.4493828097,24245.2906015113,1.508
74621.140335176,66059.137692657,1.529
74664.8977095821,211972.277843923,1.559
74681.0562573955,173218.849046383,1.509
74899.5020744516,74138.1611292149,1.519
75017.0480643717,71953.9877485296,1.524
75080.3720880338,-46205.2107347507,1.569
75131.7374821809,172022.486649207,1.579
75378.1148402799,211109.380825368,1.543
75440.5412157648,55105.1548579817,1.495
75469.6527044143,165241.539467996,1.518
75554.8963877974,160548.615298071,1.478
75677.2652239696,250005.643669266,1.534
75839.8432093541,2764.93384744105,1.504
75955.0492220961,160580.139359309,1.478
